iter	RMSE
1685	195574.1396
1686	195512.1645
1687	195502.6382
1688	195480.4293
1689	195465.5558
1690	195421.2212
1691	195386.5419
1692	195366.775
1693	195327.0978
1694	195289.6705
1695	195258.4711
1696	195212.7642
1697	195184.4851
1698	195147.6617
1699	195114.2603
1700	195096.6667
1701	195081.3316
1702	195045.0827
1703	195013.7147
1704	194991.1748
1705	194927.4186
1706	194894.6382
1707	194837.8767
1708	194813.2916
1709	194785.9124
1710	194759.3424
1711	194712.6731
1712	194669.3554
1713	194625.2494
1714	194613.684
1715	194588.4092
1716	194569.5393
1717	194551.3042
1718	194532.4528
1719	194506.7068
1720	194479.3645
1721	194438.0173
1722	194416.6093
1723	194393.1821
1724	194371.8653
1725	194348.063
1726	194325.3608
1727	194306.0334
1728	194276.0215
1729	194229.1595
1730	194203.0706
1731	194167.2925
1732	194141.7684
1733	194119.2204
1734	194088.4878
1735	194047.4428
1736	194034.3206
1737	194009.7005
1738	193983.7605
1739	193929.0956
1740	193883.8294
1741	193855.3397
1742	193822.6939
1743	193804.6661
1744	193780.6086
1745	193756.6383
1746	193729.0291
1747	193678.1851
1748	193656.4409
1749	193634.4932
1750	193608.3324
1751	193560.9968
1752	193532.0852
1753	193504.4688
1754	193479.1839
1755	193459.2553
1756	193408.3622
1757	193395.0789
1758	193367.0815
1759	193350.0898
1760	193309.4092
1761	193274.9864
1762	193244.7787
1763	193214.8955
1764	193176.1305
1765	193162.9016
1766	193144.5871
1767	193123.7523
1768	193110.0488
1769	193071.6106
1770	193051.1634
1771	193038.0145
1772	193010.6601
1773	192985.8421
1774	192967.7592
1775	192944.1503
1776	192903.4148
1777	192875.2441
1778	192871.1253
1779	192845.9013
1780	192821.0844
1781	192801.2024
1782	192765.5951
1783	192737.4006
1784	192715.9997
1785	192701.2733
1786	192663.5367
1787	192653.7685
1788	192644.2159
1789	192630.3616
1790	192596.5559
1791	192567.4855
1792	192532.7602
1793	192490.3409
1794	192452.1259
1795	192432.7492
1796	192396.2495
1797	192381.0393
1798	192352.8278
1799	192337.4066
1800	192313.3454
1801	192293.4
1802	192279.4074
1803	192247.6017
1804	192222.9566
1805	192212.1815
1806	192202.8132
1807	192164.1315
1808	192149.8473
1809	192114.6923
1810	192090.1611
1811	192064.8731
1812	192053.4993
1813	192037.6952
1814	192019.369
1815	192003.5281
1816	191988.6324
1817	191949.384
1818	191904.2325
1819	191857.2236
1820	191810.1636
1821	191786.148
1822	191753.6613
1823	191744.863
1824	191697.4049
1825	191677.0347
1826	191634.0506
1827	191605.6089
1828	191574.2901
1829	191539.3167
1830	191509.2019
1831	191483.8221
1832	191456.9602
1833	191430.7984
1834	191391.7031
1835	191369.1381
1836	191349.0156
1837	191312.8462
1838	191274.0475
1839	191254.9154
1840	191222.8531
1841	191200.8769
1842	191179.6416
1843	191154.9321
1844	191139.5307
1845	191110.6595
1846	191067.5025
1847	191041.3543
1848	191010.5657
1849	191004.3869
1850	190983.9001
1851	190959.0706
1852	190929.8642
1853	190911.7208
1854	190906.5632
1855	190870.4772
1856	190845.3853
1857	190838.4401
1858	190810.0923
1859	190768.3499
1860	190746.0607
1861	190721.8714
1862	190686.5765
1863	190653.1081
1864	190602.4902
1865	190582.8145
1866	190569.2597
1867	190559.1917
1868	190532.7778
1869	190519.8547
1870	190491.402
1871	190461.0785
1872	190439.0862
1873	190401.7973
1874	190356.6398
1875	190343.3231
1876	190307.2936
1877	190299.2263
1878	190273.4974
1879	190262.3687
1880	190220.9973
1881	190199.5961
1882	190164.9413
1883	190142.8042
1884	190132.3731
1885	190102.3295
1886	190090.5952
1887	190080.4273
1888	190047.9826
1889	190029.9786
1890	189985.1374
1891	189967.9122
1892	189949.1649
1893	189906.5943
1894	189806.3138
1895	189760.232
1896	189693.1917
1897	189659.8223
1898	189631.9342
1899	189595.6963
1900	189556.083
1901	189529.7397
1902	189523.8325
1903	189503.6611
1904	189483.6686
1905	189459.7486
1906	189442.8886
1907	189406.8883
1908	189397.5899
1909	189373.6481
1910	189338.6893
1911	189324.5821
1912	189286.5844
1913	189250.6461
1914	189216.2615
1915	189188.7471
1916	189156.2545
1917	189128.0359
1918	189094.9132
1919	189068.9186
1920	189008.4934
1921	188972.3275
1922	188946.8685
1923	188913.2192
1924	188891.7597
1925	188873.5982
1926	188824.058
1927	188787.9084
1928	188746.2652
1929	188719.0116
1930	188704.287
1931	188685.9606
1932	188677.8179
1933	188660.6098
1934	188641.6833
1935	188623.3718
1936	188592.3828
1937	188581.2906
1938	188563.262
1939	188522.9862
1940	188506.0444
1941	188466.0346
1942	188416.6954
1943	188392.455
1944	188356.4739
1945	188334.153
1946	188321.5727
1947	188291.1264
1948	188267.3334
1949	188231.0402
1950	188196.8115
1951	188159.8679
1952	188127.4637
1953	188098.9399
1954	188086.78
1955	188056.705
1956	187999.5829
1957	187975.6097
1958	187948.5772
1959	187927.423
1960	187874.4936
1961	187863.0073
1962	187837.2601
1963	187820.9724
1964	187804.2054
1965	187789.6922
1966	187769.9371
1967	187745.9727
1968	187724.5421
1969	187683.8123
1970	187667.1432
1971	187647.7485
1972	187629.2116
1973	187598.1831
1974	187579.7302
1975	187556.1509
1976	187543.5088
1977	187515.8143
1978	187501.8469
1979	187480.2865
1980	187453.3361
1981	187430.4645
1982	187408.1172
1983	187373.604
1984	187349.7126
1985	187331.5823
1986	187319.9722
1987	187312.6162
1988	187294.1492
1989	187283.8159
1990	187263.4644
1991	187223.7037
1992	187181.7903
1993	187163.0364
1994	187119.2234
1995	187085.31
1996	187064.6975
1997	187043.1478
1998	187021.357
1999	187014.3381
